Shelfmark,Title,Dates,Language,Links
Add MS 5293,"'Drawings of Chinese Flowers, Plants, and Fruits, in colours, by a native artist, at Emuy; with their names in Chinese'",c 1701,Chinese; English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101225120.0x000001
Add MS 5294,"'Drawings of Chinese Flowers, Plants, and Fruits, in colours, by a native artist, at Emuy; with their names in Chinese'",c 1701,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101225125.0x000001
Add MS 5304,"Chinese drawings of plants, with their Chinese names",Late 17th century,Chinese; English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100105148229.0x000001
Add MS 6523,"Gospel of St Luke, glossed",2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059142473.0x000001
Add MS 6940,Ardā vīrāf nāmah ﮫﻣﺎﻧ فارﯾو ادرا by Zartusht Bahrām,Early 19th century,English; Persian,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100145840890.0x000001
Add MS 6998,Ṣad dar رد دﺻ attributed to Īrānshāh ibn Malikshāh هﺎﺷﮑﻠﻣ نﺑا هﺎﺷﻧارﯾا,Early 19th century,Latin; Persian,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100145840943.0x000001
Add MS 7138,The Plegmund Narrative or Crediton Claim (with letters from Sir Walter Trevelyan and Henry Petrie),2nd half of the 10th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165151987.0x000001
Add MS 7914,Majmu'a / ﮫﻋوﻣﺟﻣ,914,Chagatai,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100102390723.0x000001
Add MS 7966 B,Roll of expenses in wax and spices by the royal households,20 Nov 1300-19 Nov 1301,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100176162967.0x000001
Add MS 8091,Gospel of St John with glosses,1st quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059142824.0x000001
Add MS 8873,Collectio Britannica,1st quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057849208.0x000001
Add MS 8877,"Household roll of Eleanor de Montfort, Countess of Leicester and Pembroke",1265,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100177687679.0x000001
Add MS 9046,Psalter in Tironian notes,4th quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059142966.0x000001
Add MS 10037,"Jane Segar, The Divine Prophecies of the Ten Sibills",1589,English; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165140801.0x000001
Add MS 10084,"Gaius Julius Caesar, Bellum Gallicum; Bellum Civile; Bellum Alexandrinum; Bellum Africanum",4th quarter of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055964761.0x000001
Add MS 10445,"A collection of compositions for strings, as well as melodies, and instrumental arrangements of songs and ballets",2nd half of the 17th century,Not applicable,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100109682756.0x000001
Add MS 10459,"Jonas of Orléans, De Institutione Laicali; Epistola Concilii Aquisgranensis ad Pippinum Regem Directa",2nd or 3rd quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055965026.0x000001
Add MS 10546,Bible (The 'Moutier-Grandval Bible'),c 830-c 840,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/man_10000009.0x000001
Add MS 10767,"Caterina Vigri, Le sette armi spirituali, and other devotional works",15th century,Italian; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100181356355.0x000001
Add MS 11034,"Arator, Historia apostolica; Pseudo- Priscian, Carmen de sideribus; Modoin of Autun, Ecloga; Bede, Versus de die iudicii",10th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100058078995.0x000001
Add MS 11283,Bestiary,4th quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055965341.0x000001
Add MS 11390,"Jacob van Maerlant, Der naturen bloeme",c 1300 - c 1325,"Dutch, Middle",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057739145.0x000001
Add MS 11430,"Margareta Ebner, Offenbarungen, and related texts",1744-1747,German; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100176736672.0x000001
Add MS 11440,Two canon law compilations,2nd or 3rd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059051170.0x000001
Add MS 11559,A collection of twenty-six Druze texts,Unspecified,Arabic,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100159531574.0x000001
Add MS 11560,Collection of fifteen Druze texts,18th century,Arabic,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100159531701.0x000001
Add MS 11624 A,Dictionary of the Lao language ວັດຈະນານຸກົມພາສາລາວ,1780-1839,Lao,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100189185780.0x000001
Add MS 11624 B,Dictionary of the Lao language ວັດຈະນານຸກົມພາສາລາວ,1780-1839,Lao,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100189171887.0x000001
Add MS 11624 C,Dictionary of the Lao language ວັດຈະນານຸກົມພາສາລາວ,1780-1839,Lao,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100189188148.0x000001
Add MS 11662,"A versified chronicle from the priory of Saint-Martin-des-Champs (imperfect), followed by a modern copy of the cartulary",4th quarter of the 11th century,French; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055965720.0x000001
Add MS 11847,Psalter ('The Alheide Psalter'),4th quarter of the 12th century-1st quarter of the 13th century,"German, Middle High; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100172075238.0x000001
Add MS 11849,The Four Gospels,2nd half of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055966120.0x000001
Add MS 11850,The Four Gospels ('The Préaux Gospels'),1st quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055967262.0x000001
Add MS 11853,The Pauline Epistles with Gloss,12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100060365082.0x000001
Add MS 11870,"Symeon Metaphrastes, Saints' Lives for the month of September",11th century,"Greek, Ancient",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100187963052.0x000001
Add MS 11873,"Augustine of Hippo, In Epistolam Joannis Ad Parthos Tractatus Decem, De Doctrina Christiana, Liber de vera religione",2nd half of the 10th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059051570.0x000001
Add MS 11878,"Gregory the Great, Moralia in Job (books 23-24:11)",1st quarter of the 8th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055968570.0x000001
Add MS 11943,"Macrobius, Commentarii in Ciceronis Somnium Scipionis",1st half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055969304.0x000001
Add MS 11983,"Seneca the Younger, De Clementia, Apocolocyntosis or Ludus de Morte Claudii, Proverbia, De Beneficiis; Publilius Syrus, Proverbia Senecae Secundum Ordinem Alphabeti; Ausonius, Versus de Duodecim Caesarum, Tetrasticha; Epitaphium Senecae; anonymous…",c 1075-c 1125,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100064356864.0x000001
Add MS 12042,"Guillaume de Lorris and Jean de Meun, Roman de la Rose",1st quarter of the 15th century,"French, Old",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057737502.0x000001
Add MS 12219,"Incidental music to Macbeth, which has been attributed to John Eccles",Late 17th century,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100109683037.0x000001
Add MS 12279,Bhāratayuddha,1814,Javanese; Old Javanese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100177008888.0x000001
Add MS 12321,"Undang Wangsul Kutara Manawa Sastra, extracts from the Ramayana in Old Javanese and Javanese, and and eye-copy of the Old Javanese Cane charter",1814,Javanese; Old Javanese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100177012396.0x000001
Add MS 12323,Kagungandalĕm Sĕrat Surya Ngalam kalih Salokatara,1815,Javanese; Old Javanese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100177194135.0x000001
Add MS 12334,Various texts in Javanese,1814,Javanese; Old Javanese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100177238934.0x000001
Add MS 12336,Kuṭāra Mānawa,1814,Old Javanese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100177243572.0x000001
Add MS 12340,Facsimile of a Kawi inscription,1814,English; Javanese; Old Javanese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100177196627.0x000001
Add MS 12346,Bugis poems,18th-early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101631432.0x000001
Add MS 12348,La Galigo,18th-early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126477720.0x000001
Add MS 12349,"Bugis diary from Bone, 1780-5",1780-5,Arabic; Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101630677.0x000001
Add MS 12350,"Bugis diary, 1808-1812",1813,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101830026.0x000001
Add MS 12353,Bugis poems,18th-early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101920522.0x000001
Add MS 12355,"Bugis diary from the court of Bone, 1774-1793",1774-1812,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101920618.0x000001
Add MS 12356,"Copy of the Bugis diary of the Sultan of Bone, 1775-1795",1806-1814,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101921067.0x000001
Add MS 12357,"Bugis diary from Bone, 1795-1812",1795-1814,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126474616.0x000001
Add MS 12358,Bugis treatises on fire-arms and gunnery,18th-early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126478155.0x000001
Add MS 12359,Documents in Bugis and Malay,Late 18th- early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126476547.0x000001
Add MS 12360,"Bugis notes on medicine, agriculture, etc.",18th-early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101921317.0x000001
Add MS 12361,Bugis poem,Early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100102143857.0x000001
Add MS 12362,Bugis version of Hikayat Cekel Wanengpati,18th-early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100102143971.0x000001
Add MS 12364,Hikayat Muhammad Hanafiah,Late 18th- early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126478401.0x000001
Add MS 12365,Bugis treatises on firearms and gunnery,Late 18th- early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126476719.0x000001
Add MS 12367,"Mystical treatises in Arabic, Makasar and Bugis",Late 18th- early 19th century,Arabic; Buginese; Makasar,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126478713.0x000001
Add MS 12369,"A Volume in Bugis, apparently a European Calendar for the Years 1714- 1718, adapted to the Arabic months.",1714-1718,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126480291.0x000001
Add MS 12370,Bugis translation of Tanbih al-Ghafilin,Late 18th- early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126477251.0x000001
Add MS 12371,Akhbar al-akhira,1764,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100129719354.0x000001
Add MS 12373,"Bugis diary from the court of Bone, 1793-1799",1793-1799,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100126479729.0x000001
Add MS 12374,"Verses from the Quran in Arabic, with Bugis translation",Late 18th- early 19th century,Arabic; Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100136246749.0x000001
Add MS 14042,Middle Dutch prayer-book,1517-1523,"Dutch, Middle",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165141887.0x000001
Add MS 14250,"Bede, Historia Ecclesiastica Gentis Anglorum; Plympton annals for the years 1066-1177",12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059052444.0x000001
Add MS 14252,"Ranulf de Glanvill, Tractatus de Legibus et Consuetudinibus Regni Anglie; 'Prester John', Epistola Manueli Comneno Imperatori Graecorum; Hildebert of Lavardin, De Tribus Mortuis a Christo Suscitatis; a prose description of England based on Henry of…",1st quarter of the 13th century,"Anglo- Norman; English, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062419377.0x000001
Add MS 14399,"A collection of mostly English songs, as well as some lute music, cantatas and duets",2nd half of the 17th century,English; French,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100109683156.0x000001
Add MS 14784,"St Augustine, De nuptiis et concupiscentia; St Augustine, De perfectione iustitiae hominis; St Augustine, De cathechizandis rudibus",2nd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055970157.0x000001
Add MS 15102,"Hildegard von Bingen, Collectio epistolarum, Ordo virtutum, and other texts",1487,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165142472.0x000001
Add MS 15103,"Collection of homilies and saints' Lives, written by Martha Felderin",1488,German,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165142659.0x000001
Add MS 15117,"A collection, mostly comprising compositions for the lute, as well as songs, anthems, madrigals, duets, and an extract from an opera, all with lute accompaniment. This volume also contains a quartet, and an index to 'The Psalmes of David in Meter'.",after 1599,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100109683288.0x000001
Add MS 15166,"The treble part of a collection of psalms, as well as the treble part of three madrigals",after 1567,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054736182.0x000001
Add MS 15219,"Bede, De Locis Sanctis, Interpretatio Nominum Graecorum, Interpretatio Nominum Hebraeorum; Pseudo- Antoninus of Piacenza, De Locis Terrae Sanctae",2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100064568890.0x000001
Add MS 15222,"A collection of Ordines Romani including Angilram of Metz, De cantorum et lectorum ordinatione and a series of oaths held before the archbishop of Besançon",1st half of the 11th century-12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055970836.0x000001
Add MS 15304,The Four Gospels,2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056123992.0x000001
Add MS 15347,''Phra Malai'' พระมาลยั = Maleyyatheravannana,1830-1838,Pali; Thai,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100189212839.0x000001
Add MS 15350,Codex Wintoniensis (The St Swithun Cartulary),1130-1150,"English, Old; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062417317.0x000001
Add MS 15403,Collection of Irish medical material,15th century,Irish; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100184118093.0x000001
Add MS 15418,"Hildegard von Bingen, Liber divinorum operum",Late 15th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165143204.0x000001
Add MS 15456,"Obituary calendar of the Abbey of St Quirinus, Neuss",1421-17th century,"German, Low; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165143349.0x000001
Add MS 15535,"PLANS of military operations, in North America, etc. ; namely, of Fort Edward, 1755;-of Fort William Henry, and Camp at Lake George; -of the battle fought on the plains of Abraham, 13 Sept. 1759 ;- of Fort Niagara, and the attack made thereupon, July,…",1716-1783,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100110306814.0x000001
Add MS 15582,Collection of medical tracts and excerpts in Irish,1563,English; Irish; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100184118223.0x000001
